,ra,dec,clusterid,source_id,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,pmra_pmdec_corr,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,bp_rp,phot_bp_rp_excess_factor,ps_id,ra_ps,dec_ps,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,catwise_id,ra_cat,dec_cat,pmra_cat,pmdec_cat,e_pmra_cat,e_pmdec_cat,snrw1pm,snrw2pm,w1mpropm,e_w1mpropm,w2mpropm,e_w2mpropm,chi2pmra_cat,chi2pmdec_cat,phot_bp_rp_excess_factor_c,fpm0,log_fpm0,p_gal_mean,p_qso_mean,p_star_mean,z_gaia,z_ph_xgb,z_ph_tab,z_ph_ftt,z_ph,z_xp_nn,ps1_good,sep_mean,sep_min,sep_max,"z_diff(max,z_ph)",dis(max),qso_num,S_colour,Wen_BCG_RA,Wen_BCG_DEC,Zou_BCG_RA,Zou_BCG_DEC,eROSITA_cluster_RA,eROSITA_cluster_DEC,Grade
231,53.22222421,-24.50496007,36845,5085883191392023680,218.07087325,-53.72451399,-0.2,0.4,0.6,0.3,-0.3,0.4,-0.0,20.2466,19.9982,19.7083,0.5383,1.1267,78590532221954374,53.222225,-24.50496,20.42,0.032,20.387,0.031,20.207,0.034,20.075,0.025,19.855,0.077,b'0528m243_b0-018935',53.2221701,-24.5049535,-0.058920000000000014,0.06602999999999999,0.0431,0.0441,21.4,20.2,17.092,0.051,15.931,0.054000000000000006,0.46,0.08,-0.0548,0.213,-0.6709999999999999,0.0,1.0,0.0,1.6544,1.8044,1.8668,1.8188,1.83,,True,31.754929999999998,31.754929999999998,31.754929999999998,0.16900000000000004,268.964272752261,2.0,0.9721000000000009,,,,,,,B
232,53.22718438,-24.49738149,36845,5085883191395341952,218.06012023,-53.71840474,-0.0,0.4,0.1,0.3,0.7,0.3,-0.1,19.9942,19.8071,19.3781,0.6161,1.2354,78600532271343477,53.227192,-24.497383,19.913,0.067,19.757,0.022,19.489,0.032,19.536,0.023,19.482,0.031,b'0528m243_b0-009334',53.2271633,-24.4973642,-0.01003,0.00782,0.0293,0.0299,30.1,29.3,16.533,0.036000000000000004,15.405,0.037000000000000005,0.09,0.67,0.049,0.113,-0.946,0.0,1.0,0.0,1.6592,1.6638,1.658,1.6611,1.661,,True,31.754929999999998,31.754929999999998,31.754929999999998,0.16900000000000004,268.964272752261,2.0,0.9721000000000009,,,,,,,B
233,63.85367429,-24.60345481,36876,4896762342399154304,221.74911442,-44.35835625,-0.0,0.6,-0.3,0.4,1.7,0.6,-0.3,20.7015,20.5653,20.1795,0.5219,1.2402,78470638536046170,63.853672,-24.60346,20.612,0.016,20.5,0.031,20.559,0.036000000000000004,20.51,0.07400000000000001,20.406,0.149,b'0644m243_b0-013845',63.8538024,-24.6037248,0.03977,0.02506,0.0433,0.044,8.9,10.9,16.854,0.122,15.825,0.099,2.1,5.42,0.0597,0.019,-1.719,0.0,1.0,0.0,2.5695,1.3971,1.9673,1.2586,1.541,,True,16.25893,16.25893,16.25893,1.4594,137.69506681028182,2.0,0.7962,63.84865,-24.61488,,,,,B
234,63.85548421,-24.60766072,36876,4896762312332225280,221.75538835,-44.3578313,2.6,1.1,-0.6,0.7,-0.2,1.6,-0.5,20.8618,20.7322,20.1772,0.6846,1.3454,78470638554421097,63.855473,-24.607674,21.021,0.024,20.767,0.042,20.697,0.025,20.688,0.066,20.493,0.162,b'0644m243_b0-035376',63.8555191,-24.6076103,-0.07232999999999999,0.00881,0.086,0.0867,13.4,9.0,17.665,0.081,16.75,0.121,0.06,8.02,0.1544,0.096,-1.018,0.0,1.0,0.0,3.036,3.0534,2.9176,3.0302,3.0004,,True,16.25893,16.25893,16.25893,1.4594,137.69506681028182,2.0,0.7962,63.84865,-24.61488,,,,,B
235,40.88736361,-25.07143471,37023,5076792326173919616,214.62071743,-64.79791937,0.6,0.7,-0.4,0.6,-0.8,0.8,0.3,20.4892,20.4048,19.9333,0.5559,1.3209,77910408872644581,40.887363,-25.071436,20.492,0.045,20.374,0.029,20.271,0.038,20.145,0.16699999999999998,19.746,0.198,b'0416m258_b0-004735',40.887403000000006,-25.0714553,-0.01681,0.04867,0.021,0.02,40.3,31.9,15.722,0.027000000000000003,15.197,0.034,0.56,11.13,0.1383,0.205,-0.6890000000000001,0.001,0.999,0.0,1.0334,0.9229,0.9474,0.9708,0.947,,True,35.31897,35.31897,35.31897,0.8785999999999998,298.00245809348684,2.0,0.6496999999999999,,,,,,,B
236,40.89048838,-25.08082843,37023,5076792218799395200,214.64363393,-64.79690554,-0.1,0.2,0.0,0.1,-0.0,0.1,0.1,18.7261,18.5122,18.0964,0.6297,1.2129,77900408904393335,40.890488,-25.08083,18.618,0.013,18.471,0.012,18.28,0.015,18.206,0.013,18.226,0.035,b'0416m258_b0-002127',40.89050039999999,-25.0808186,0.01148,0.00239,0.01,0.0098,54.1,80.7,15.259,0.02,13.845,0.013,5.48,2.74,0.0256,7.473,0.873,0.0,1.0,0.0,1.8286,1.8292,1.8273,1.8201,1.8256,1.8422,True,35.31897,35.31897,35.31897,0.8785999999999998,298.00245809348684,2.0,0.6496999999999999,,,,,,,B
237,324.59553185,-26.43854571,37599,6811090598356258432,22.3808246,-47.18245398,-0.3,0.3,0.2,0.3,0.3,0.3,0.3,19.5118,19.1437,18.6047,0.9071,1.2083,76273245955114037,324.59552,-26.438547,19.772,0.04,19.231,0.037000000000000005,19.071,0.019,18.924,0.01,18.774,0.022,b'3250m258_b0-007163',324.5954808,-26.438513500000006,-0.00361,0.0173,0.0223,0.0232,43.8,36.3,15.794,0.025,14.849,0.03,3.3,0.07,-0.0003,1.013,0.006,0.0,1.0,0.0,2.2867,2.3202,2.3022,2.2136,2.2787,,True,17.73532,17.73532,17.73532,1.2435000000000005,145.75825563462797,2.0,0.8515999999999997,,,,,,,B
238,324.59799578,-26.43414088,37599,6811090637011121024,22.38784761,-47.18367312,-0.0,0.4,0.1,0.4,0.2,0.3,0.4,19.5989,19.3687,18.9957,0.6032,1.1801,76273245979779374,324.598,-26.434143,19.294,0.02,19.041,0.02,19.087,0.018000000000000002,19.153,0.027000000000000003,19.017,0.033,b'3250m258_b0-005551',324.5979695,-26.434128,0.03361,-0.00073,0.018000000000000002,0.0186,46.7,43.5,15.603,0.023,14.589,0.025,2.22,0.13,-0.0054,1.25,0.097,0.0,1.0,0.0,1.0338,1.0469,1.0287,1.03,1.0352,,True,17.73532,17.73532,17.73532,1.2435000000000005,145.75825563462797,2.0,0.8515999999999997,,,,,,,B
239,42.50424564,-26.45155059,37604,5075623506658866816,218.30177943,-63.58997526,-0.8,0.5,-1.0,0.5,-0.5,0.6,-0.1,20.5068,20.1574,19.6622,0.8446,1.1899,76250425041828465,42.504246,-26.451553000000004,20.478,0.053,20.194000000000006,0.024,20.48,0.018000000000000002,20.123,0.061,19.478,0.101,b'0433m258_b0-006740',42.5043574,-26.4516349,0.01165,-0.01908,0.0225,0.0223,41.8,35.4,16.090999999999998,0.026,15.196,0.031,3.12,0.08,-0.0134,0.049,-1.314,0.001,0.999,0.0,2.5354,1.361,1.4979,1.2083,1.3557,,True,25.24614,25.24614,25.24614,0.2499,212.36114166167062,2.0,0.8688999999999997,42.51486,-26.45479,,,,,B
240,42.50705051,-26.45809839,37604,5075623334860169984,218.31715645,-63.58842698,-0.4,0.9,-0.9,0.9,2.4,1.9,0.1,20.5996,20.6081,20.0147,0.5848,1.4580000000000002,76250425069900616,42.507057,-26.4581,20.746,0.028,20.581,0.021,20.545,0.051,20.379,0.061,,,b'0433m258_b0-012897',42.5070896,-26.458115600000006,-0.0661,0.030160000000000006,0.0386,0.0382,27.2,18.8,16.658,0.04,15.958,0.058,3.65,0.71,0.2736,0.022,-1.662,0.0,1.0,0.0,5.7479,1.1949,1.0163,1.1062,1.1058,,True,25.24614,25.24614,25.24614,0.2499,212.36114166167062,2.0,0.8688999999999997,42.51486,-26.45479,,,,,B
241,189.59439151,-26.48122909,37616,3496440589712976128,299.30525487,36.29853574,0.4,1.5,-1.4,1.6,1.3,1.9,-0.3,20.5442,20.7454,20.0233,0.5209,1.6915,76221895944252849,189.59439,-26.481232,20.279,0.039,20.224,0.036000000000000004,20.033,0.037000000000000005,19.861,0.042,19.464,0.07,b'1900m258_b0-007920',189.5943952,-26.4812504,0.02349,-0.0071,0.0187,0.0226,44.7,35.7,15.82,0.024,15.009,0.03,0.12,6.72,0.5109,0.035,-1.454,0.0,1.0,0.0,0.5367,0.5972,0.6555,0.5992,0.6173,,True,24.00205,24.00205,24.00205,0.09310000000000007,172.52191005752263,2.0,0.9095,,,,,,,B
242,189.60126892,-26.48379006,37616,3496440624074409728,299.31307728,36.29636658,0.7,1.0,1.3,1.2,0.9,0.7,0.1,20.5743,20.569000000000006,19.7828,0.7914,1.59,76211896012859766,189.60127,-26.483791,20.433,0.031,20.177,0.037000000000000005,19.772,0.041,19.698,0.038,19.416,0.054000000000000006,b'1900m258_b0-006703',189.6013289,-26.4838494,0.0068200000000000005,-0.007490000000000002,0.0162,0.0177,48.7,43.9,15.595,0.022,14.815,0.025,5.3,7.77,0.391,0.05,-1.3,0.001,0.999,0.0,2.6038,0.8404,0.6746,0.6162,0.7104,,True,24.00205,24.00205,24.00205,0.09310000000000007,172.52191005752263,2.0,0.9095,,,,,,,B
243,39.92772959,-27.174313399999996,37910,5069732598235485184,219.30799905,-65.96195466,-0.5,0.2,-0.1,0.2,0.2,0.2,-0.1,18.9665,18.9252,18.1046,0.8619,1.5944,75390399276781149,39.92773,-27.174313,18.871,0.025,18.575,0.023,18.453,0.009000000000000001,18.162,0.011,18.182,0.02,b'0405m273_b0-001246',39.9277196,-27.1743291,-0.00503,-0.00843,0.006999999999999999,0.0067,64.5,90.2,14.368,0.017,13.448,0.012,26.91,0.7,0.3897,2.046,0.311,0.002,0.998,0.0,0.2496,0.2773,0.2637,0.3569,0.2993,,True,33.12556,33.12556,33.12556,1.7317999999999998,276.8074494527362,2.0,0.6785000000000012,39.92752,-27.16719,,,,,B
244,39.93229508,-27.16605683,37910,5069733354149738496,219.28892084,-65.95702896,0.8,0.9,1.2,1.0,-1.4,0.9,0.3,20.4665,20.5289,20.2357,0.2309,1.3196,75400399322621023,39.932304,-27.166056,20.624,0.051,20.718000000000004,0.037000000000000005,20.513,0.024,20.343,0.063,20.013,0.173,b'0405m273_b0-024876',39.9322938,-27.1660642,-0.10952,0.06953,0.0575,0.0574,19.5,11.4,17.21,0.056,16.459,0.095,0.23,0.33,0.1557,0.014,-1.856,0.0,1.0,0.0,1.8822,1.9995,2.0719,2.0219,2.0311,,True,33.12556,33.12556,33.12556,1.7317999999999998,276.8074494527362,2.0,0.6785000000000012,39.92752,-27.16719,,,,,B
245,54.87408447,-27.29927515,37987,5081420548573396992,223.1426135,-52.81831561,-0.0,0.3,0.1,0.2,0.0,0.3,-0.4,19.88,19.5256,18.9693,0.9107,1.2259,75240548740551196,54.874084,-27.299276000000006,19.853,0.02,19.434,0.015,19.403,0.011,19.261,0.012,19.015,0.045,b'0540m273_b0-002505',54.8740864,-27.2992717,0.00177,-0.00521,0.0108,0.0106,62.7,75.5,15.220999999999998,0.017,14.039,0.014,11.72,0.74,0.0171,2.914,0.464,0.0,1.0,0.0,2.7665,1.1962,1.2164,1.2358,1.2162,,True,31.941990000000004,31.941990000000004,31.941990000000004,0.03079999999999994,265.4189919261954,2.0,0.9389999999999994,,,,,,,B
246,54.87869008,-27.30714773,37987,5081420548573397376,223.15659486,-52.81560886,0.2,0.4,0.2,0.3,-0.3,0.5,-0.5,20.4311,20.0832,19.5608,0.8703,1.2075,75230548786761734,54.87869,-27.307148,20.18,0.019,19.683,0.004,19.568,0.048,19.536,0.021,19.313,0.021,b'0540m273_b0-003778',54.8786527,-27.3070509,0.03153,-0.02303,0.0151,0.0155,38.7,48.1,15.604,0.028,14.539,0.023,3.21,0.71,0.002,1.026,0.011,0.0,1.0,0.0,2.2143,1.1124,1.2508,1.193,1.1854,,True,31.941990000000004,31.941990000000004,31.941990000000004,0.03079999999999994,265.4189919261954,2.0,0.9389999999999994,,,,,,,B
247,27.23902163,-29.24864389,38777,5022549809803672960,225.79082451,-77.15842763,,,,,,,,21.0274,20.993,20.7509,0.2765,1.2287,72900272391641921,27.239044,-29.248667,21.475,0.107,20.97,0.192,21.181,0.102,,,,,b'0274m288_b0-022860',27.2387744,-29.2485564,-0.0537,-0.02078,0.0505,0.0552,16.7,19.3,17.345,0.065,15.96,0.056,0.5,0.14,0.0625,,99.0,0.0,1.0,0.0,3.1452,1.2036,1.2615,1.2855,1.2502,,True,22.85729,22.85729,22.85729,1.4958000000000005,190.62797876137626,2.0,,,,,,,,B
248,27.24257806,-29.243104600000002,38777,5022549839867660416,225.76457648,-77.15592297,0.2,0.1,-0.1,0.2,-0.2,0.1,-0.1,18.5473,18.3691,18.0318,0.5155,1.1897,72900272425938624,27.24257,-29.243107,18.713,0.006999999999999999,18.581,0.014,18.515,0.008,18.515,0.006,18.324,0.006,b'0274m288_b0-003036',27.242565000000006,-29.243051399999995,-0.01725,0.0038,0.0156,0.0152,48.5,50.8,15.62,0.022,14.675999999999998,0.021,0.0,0.0,0.0095,1.958,0.292,0.0,1.0,0.0,2.7454,2.7616,2.7301,2.7463,2.7460000000000004,2.7507,True,22.85729,22.85729,22.85729,1.4958000000000005,190.62797876137626,2.0,,,,,,,,B
249,16.8619276,-31.07497455,39508,5028136802045844352,262.34493189,-84.72777645,-1.3,1.0,0.3,0.6,0.1,0.5,-0.2,20.8699,20.6183,20.1013,0.7686,1.2529,70710168619130315,16.861864,-31.074963,,,,,20.467,0.024,,,,,b'0176m319_b0-015793',16.8619317,-31.0751049,0.03018,-0.00866,0.0499,0.0494,25.1,15.2,16.807000000000002,0.043,16.183,0.071,3.3,0.29,0.0556,0.465,-0.333,0.0,0.989,0.01,3.0954,3.0611,3.0238,3.036,3.0403,,False,30.43348,30.43348,30.43348,1.4695999999999998,257.81568438437256,2.0,,,,,,,,B
250,16.87179454,-31.07519188,39508,5028136909420356352,262.27883796,-84.72189932,1.0,0.8,-0.0,0.7,-0.7,0.7,-0.1,20.7683,20.6784,19.9316,0.8367,1.5049,70710168717260054,16.871794,-31.075190000000006,,,,,20.642,0.036000000000000004,,,,,b'0176m319_b0-018455',16.8717702,-31.0753816,0.03619,-0.04591,0.0567,0.0565,17.8,17.8,17.226,0.061,15.94,0.061,0.22,1.19,0.3023,0.198,-0.703,0.0,1.0,0.0,2.572,1.6287,1.541,1.5426,1.5707,,False,30.43348,30.43348,30.43348,1.4695999999999998,257.81568438437256,2.0,,,,,,,,B
251,358.79172005,-31.15509239,39522,2326681194101501056,11.43454611,-77.08156636,0.2,0.4,0.7,0.5,-0.1,0.3,-0.2,19.5615,19.4967,19.0217,0.5398,1.3352,70613587916934213,358.79172,-31.155092,,,,,19.753,0.019,,,,,b'3582m319_b0-004291',358.7916856,-31.155023600000003,-0.03088,0.0109,0.0188,0.0178,43.8,43.8,15.819,0.025,14.833,0.025,6.38,2.12,0.1536,0.401,-0.397,0.0,1.0,0.0,1.3341,1.3385,1.4164,1.3657,1.3735,,False,21.788629999999998,21.788629999999998,21.788629999999998,0.06000000000000005,184.00751642517292,2.0,,,,,,,,B
252,358.79799778,-31.15788001,39522,2326681194101500416,11.41641007,-77.08606055,-1.5,1.1,-2.5,1.0,1.7,1.3,0.2,20.6812,20.6201,20.5244,0.1568,1.1453,70613587979700871,358.798,-31.15788,,,,,20.543000000000006,0.046,,,,,b'3582m319_b0-010641',358.7979244,-31.1577893,-0.057829999999999986,0.00078,0.0374,0.0356,26.9,24.0,16.629,0.04,15.513,0.045,0.25,0.09,-0.0152,0.001,-3.0580000000000003,0.0,0.999,0.001,1.3289,1.4207,1.492,1.3878,1.4335,,False,21.788629999999998,21.788629999999998,21.788629999999998,0.06000000000000005,184.00751642517292,2.0,,,,,,,,B
253,64.81551999999999,-31.2588499,39555,4884578379172819200,231.1522389,-44.8668289,-0.8,0.6,-1.1,0.6,1.0,0.9,-0.2,20.737,20.5882,19.9641,0.7728,1.3803,70480648155619602,64.81551999999999,-31.25885,,,,,20.075,0.041,,,,,b'0652m319_b0-008881',64.8153544,-31.258858,0.04565,-0.01079,0.0257,0.0263,35.7,35.0,16.273,0.03,15.287,0.031,0.1,1.98,0.1827,0.036000000000000004,-1.4380000000000002,0.0,0.999,0.0,1.7635,1.6505,1.5303,1.6612,1.614,,False,27.80837,27.80837,27.80837,0.1919,235.6038336533624,2.0,,64.81509,-31.26066,,,,,B
254,64.82141262,-31.26470625,39555,4884390706280300160,231.16146459,-44.86271659,-0.3,0.4,-0.1,0.3,0.7,0.5,-0.2,20.4978,20.2208,19.7597,0.7381,1.2056,70480648213412663,64.82141,-31.264706,,,,,19.842,0.022,,,,,b'0652m319_b0-007194',64.8213835,-31.26454960000001,0.03028,0.00937,0.0228,0.024,26.4,30.6,16.171,0.041,15.125,0.035,0.27,0.28,0.0107,0.406,-0.391,0.0,0.999,0.001,2.9609,1.8378,1.5326,2.0472,1.8059,,False,27.80837,27.80837,27.80837,0.1919,235.6038336533624,2.0,,64.81509,-31.26066,,,,,B
255,334.93778035,-31.69066219,39675,6613654559531949184,15.77288989,-56.81744253,1.3,0.9,-1.5,1.1,-1.1,0.8,0.1,20.8481,20.6354,20.0516,0.7965,1.3169,69973349377301467,334.9377,-31.690659000000004,,,,,20.228,0.018000000000000002,,,,,b'3352m319_b0-023502',334.9377292,-31.6906516,0.01911,-0.039,0.0702,0.0707,17.0,9.9,17.187,0.064,16.553,0.11,8.58,0.32,0.1174,0.035,-1.456,0.001,0.992,0.006999999999999999,0.773,1.4886,2.0126,2.298,1.933,,False,26.187170000000002,26.187170000000002,26.187170000000002,0.4570000000000001,221.4754361007328,2.0,,,,,,,,B
256,334.94274523,-31.68474055,39675,6613654662611282048,15.78397429,-56.82145685,0.2,0.3,-0.2,0.3,-0.3,0.2,0.2,19.3348,19.1564,18.8161,0.5187,1.1912,69973349427018574,334.94275,-31.68474,,,,,19.01,0.014,,,,,b'3352m319_b0-004624',334.9427086,-31.6847311,0.00253,-0.01549,0.0191,0.0182,42.3,50.0,15.821,0.026,14.505999999999998,0.022,9.52,0.04,0.0108,0.7809999999999999,-0.107,0.0,1.0,0.0,1.4791,1.4716,1.4862,1.4702,1.476,,False,26.187170000000002,26.187170000000002,26.187170000000002,0.4570000000000001,221.4754361007328,2.0,,,,,,,,B
257,38.00655348,-33.98855251,40370,5063179027897308800,236.71588095,-67.35364997,-0.7,0.6,-0.0,0.3,0.0,0.6,-0.5,20.5902,20.3559,19.9952,0.5951,1.1712,67210380065134038,38.006554,-33.988552,,,,,20.184,0.053,,,,,b'0377m334_b0-014740',38.0064843,-33.9885446,0.01798,0.01965,0.0393,0.0385,22.8,25.8,16.924,0.048,15.706,0.042,1.8,0.1,-0.0138,0.929,-0.032,0.0,0.999,0.0,3.1445,1.724,1.5526,1.6262,1.6343,,False,20.29779,20.29779,20.29779,0.09660000000000002,171.95864707368062,2.0,,,,,,,,B
258,38.00899759,-33.98329104,40370,5063179096616787456,236.70147171,-67.35264657,0.4,0.8,0.6,0.5,0.1,0.7,-0.5,20.7828,20.5863,20.263,0.5198,1.172,67220380089400333,38.009,-33.983290000000004,,,,,20.493,0.045,,,,,b'0377m334_b0-018672',38.0088931,-33.9831609,-0.00108,0.10811,0.0513,0.0518,19.2,16.3,17.205,0.057,16.194000000000006,0.067,1.32,0.0,-0.0084,0.206,-0.687,0.0,0.999,0.001,1.3676,1.4476,1.5212,1.6443,1.5377,,False,20.29779,20.29779,20.29779,0.09660000000000002,171.95864707368062,2.0,,,,,,,,B
259,5.17469083,-7.47701629,455033303,2430970902788758784,101.17620608,-69.04023642,-0.9,0.6,0.6,0.6,0.1,0.5,0.3,20.2707,20.1038,19.8251,0.4456,1.1659,99020051747037976,5.174685500000002,-7.477017999999998,20.428,0.065,20.428,0.029,20.258,0.02,19.985,0.056,19.96,0.071,b'0045m076_b0-006610',5.1748735,-7.4773318,0.00556,0.07134,0.0301,0.0288,37.6,27.6,16.151,0.029,15.354,0.039,0.05,1.36,-0.0099,0.334,-0.477,0.0,1.0,0.0,0.7374,0.9281,0.8107,0.8962,0.8783,,True,10.29418,10.29418,10.29418,0.017299999999999982,79.63271787079665,2.0,0.9155000000000004,,,,,,,B
