,ra,dec,clusterid,source_id,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,pmra_pmdec_corr,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,bp_rp,phot_bp_rp_excess_factor,ps_id,ra_ps,dec_ps,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,catwise_id,ra_cat,dec_cat,pmra_cat,pmdec_cat,e_pmra_cat,e_pmdec_cat,snrw1pm,snrw2pm,w1mpropm,e_w1mpropm,w2mpropm,e_w2mpropm,chi2pmra_cat,chi2pmdec_cat,phot_bp_rp_excess_factor_c,fpm0,log_fpm0,p_gal_mean,p_qso_mean,p_star_mean,z_gaia,z_ph_xgb,z_ph_tab,z_ph_ftt,z_ph,z_xp_nn,ps1_good,sep_mean,sep_min,sep_max,"z_diff(max,z_ph)",dis(max),qso_num,S_colour,Wen_BCG_RA,Wen_BCG_DEC,Zou_BCG_RA,Zou_BCG_DEC,eROSITA_cluster_RA,eROSITA_cluster_DEC,Grade
525,190.86454434,9.122339,22763,3710927094650864640,296.581637,71.89563100000002,-1.3,0.7,0.7,1.3,-0.9,0.7,-0.2,20.4426,20.3034,19.9361,0.5064,1.2284,118941908645257283,190.86455,9.122338,20.601,0.022,20.388,0.019,20.308,0.026,19.992,0.046,19.839,0.059,b'1914p090_b0-020754',190.8644406,9.1223246,-0.017419999999999998,0.00171,0.0712,0.0764,14.9,13.3,17.345,0.073,16.157,0.08199999999999999,0.16,0.31,0.0487,0.07200000000000001,-1.141,0.0,1.0,0.0,2.3252,2.3038,2.2823,2.2803,2.2888,,True,16.218429999999998,16.218429999999998,16.218429999999998,1.1045000000000005,134.2418650628877,2.0,0.8343000000000004,,,,,,,C
526,190.86896035,9.12347266,22763,3710927094650865152,296.59523557,71.89719328,0.5,0.5,-1.1,0.6,0.7,0.4,-0.2,19.9897,19.875,19.576,0.4137,1.2069,118941908688738647,190.86897,9.12347,20.169,0.036000000000000004,19.904,0.027000000000000003,19.839,0.021,19.88,0.032,19.838,0.052000000000000005,b'1914p090_b0-008920',190.8689272,9.123477,-0.02753,0.07226,0.0366,0.0398,28.7,24.2,16.517,0.038,15.5,0.045,0.02,2.51,0.0331,0.06,-1.224,0.0,1.0,0.0,1.1688,1.1832,1.1771,1.1925,1.1843,,True,16.218429999999998,16.218429999999998,16.218429999999998,1.1045000000000005,134.2418650628877,2.0,0.8343000000000004,,,,,,,C
527,192.55941038,8.70519539,22944,3734631500193239808,301.99343309,71.57475819,-0.1,0.2,0.0,0.2,-0.3,0.2,-0.4,18.5696,18.3606,17.9635,0.6061,1.205,118441925594376739,192.5594,8.705197,18.768,0.018000000000000002,18.574,0.016,18.337,0.009000000000000001,18.348,0.019,18.345,0.013,b'1930p090_b0-003127',192.5593682,8.7051556,0.01184,0.00222,0.0175,0.02,45.5,50.9,15.668,0.024,14.505999999999998,0.021,4.87,0.05,0.0193,1.161,0.065,0.0,1.0,0.0,1.5895,1.5987,1.5816,1.5743,1.5849,1.6046,True,38.818459999999995,38.818459999999995,38.818459999999995,1.2249,328.8744740810495,2.0,0.5063000000000011,,,,,192.57424092286482,8.699206684423572,C
528,192.56957856,8.70129071,22944,3734631431473761024,302.02540619,71.57099962,0.3,0.3,0.1,0.5,0.3,0.4,-0.5,19.3926,19.3029,18.4599,0.9327,1.5826,118441925696092054,192.56958,8.701291000000001,19.145,0.026,19.002,0.025,18.77,0.025,18.335,0.014,18.649,0.012,b'1930p090_b0-001121',192.5695936,8.701308099999999,0.011,-0.004370000000000001,0.008,0.0094,69.7,85.0,14.353,0.016,13.432,0.013,5.78,1.64,0.3718,0.607,-0.217,0.001,0.999,0.0,0.3428,0.3854,0.3388,0.3557,0.36,,True,38.818459999999995,38.818459999999995,38.818459999999995,1.2249,328.8744740810495,2.0,0.5063000000000011,,,,,192.57424092286482,8.699206684423572,C
529,148.08901467,8.05388477,23189,3877903160987515136,228.61865678,43.58944038,-0.3,0.2,-0.2,0.2,-0.0,0.1,-0.4,18.6146,18.4935,18.1566,0.4579,1.2227,117661480890365183,148.08902,8.0538845,18.227,0.008,18.33,0.006999999999999999,18.358,0.005,18.476,0.018000000000000002,18.527,0.05,b'1479p075_b0-001201',148.0890178,8.0539097,0.008190000000000001,-0.01754,0.0068,0.0077,77.0,98.0,14.038,0.014,13.062,0.011,7.92,12.92,0.0461,3.313,0.52,0.001,0.999,0.0,0.629,0.6335,0.6051,0.6577,0.6321,0.6979,True,19.910439999999998,19.910439999999998,19.910439999999998,0.5324000000000001,164.36465130140127,2.0,0.7588000000000008,148.07773,8.04492,,,,,C
530,148.09279272,8.0498111,23189,3877903156692602880,228.6261122,43.59063594,-0.3,0.5,0.3,0.5,0.2,0.4,-0.4,20.2899,20.0101,19.7356,0.5543,1.1025,117661480928170297,148.0928,8.049808500000001,20.288,0.022,20.0,0.014,19.963,0.039,20.032,0.034,19.919,0.064,b'1479p075_b0-010070',148.092934,8.049951,-0.02475,-0.02934,0.034,0.0389,27.4,25.0,16.453,0.04,15.425999999999998,0.043,0.08,0.09,-0.08,0.513,-0.29,0.0,1.0,0.0,0.2065,1.1991,1.1647,1.1297,1.1645,,True,19.910439999999998,19.910439999999998,19.910439999999998,0.5324000000000001,164.36465130140127,2.0,0.7588000000000008,148.07773,8.04492,,,,,C
531,185.72861819,24.73471763,234160649,4008206004822512640,231.8126125,83.15646161,0.2,0.5,-0.9,0.5,-0.6,0.4,-0.2,19.8703,19.6255,19.5303,0.3401,1.0383,137681857286962217,185.7286,24.734718,19.917,0.02,19.71,0.038,19.962,0.012,19.756,0.035,19.41,0.048,b'1849p242_b0-001924',185.7285743,24.7346737,-0.02226,0.01331,0.0122,0.0139,58.9,57.2,15.183,0.018000000000000002,14.335,0.019,5.66,4.38,-0.1313,0.036000000000000004,-1.443,0.0,1.0,0.0,0.4257,0.9739,0.9007,1.0052,0.9599,,True,24.488329999999998,24.488329999999998,24.488329999999998,0.6323,194.15442327916352,2.0,0.8679,,,,,,,C
532,185.7304676,24.7413093,234160649,4008206004822514048,231.76657719,83.16048633,0.8,0.9,-0.4,1.1,0.8,0.7,-0.0,19.7224,20.1395,18.6746,1.0478,2.6872,137691857305520152,185.73047,24.74131,19.637,0.027000000000000003,19.526,0.027000000000000003,19.271,0.042,18.953,0.017,18.935,0.031,b'1849p242_b0-001470',185.7304887,24.7413282,-0.01623,-0.01254,0.0106,0.0119,68.6,67.0,14.904000000000002,0.016,14.138,0.016,2.84,6.42,1.4659,0.1,-1.0,0.012,0.988,0.0,2.0034,0.3757,0.2652,0.3418,0.3276,,True,24.488329999999998,24.488329999999998,24.488329999999998,0.6323,194.15442327916352,2.0,0.8679,,,,,,,C
533,280.10287853,64.36258063,2365,2256446246746474368,94.33852072,25.44292306,-0.1,0.7,2.2,1.0,1.5,0.8,0.4,20.697,20.5757,20.3024,0.3946,1.1901,185232801028365824,280.10287,64.36258000000001,20.735,0.027000000000000003,20.703000000000007,0.065,20.614,0.03,20.444000000000006,0.043,,,b'2807p636_b0-035499',280.1029748,64.3624736,0.08682999999999999,-0.02648,0.0265,0.0227,39.8,30.2,16.996,0.027000000000000003,16.12,0.036000000000000004,1.52,1.7,0.0174,0.012,-1.918,0.0,1.0,0.0,4.8623,1.6136,1.6329,1.8447,1.6971,,True,20.67961,20.67961,20.67961,0.2712999999999999,175.07163297383832,2.0,0.9542999999999991,,,280.1090200680503,64.34556540350789,,,C
534,280.10772015,64.35723197,2365,2256446044883875456,94.33309781,25.43992031,0.1,0.4,-0.5,0.5,-0.5,0.4,0.1,20.38,20.1103,19.5343,0.8456,1.2812,185222801077349424,280.10773,64.35723,20.001,0.031,20.035,0.041,19.931,0.012,19.722,0.048,19.674,0.108,b'2807p636_b0-018702',280.1075141,64.3571574,-0.0052,0.00586,0.017,0.0154,29.5,40.8,16.46,0.037000000000000005,15.390999999999998,0.027000000000000003,2.6,9.36,0.0778,0.242,-0.616,0.0,1.0,0.0,2.5707,2.0576,1.9612,1.8865,1.9684,,True,20.67961,20.67961,20.67961,0.2712999999999999,175.07163297383832,2.0,0.9542999999999991,,,280.1090200680503,64.34556540350789,,,C
535,36.0373453,6.9259841,23660,2520483484438386176,159.67079821,-49.21787527,0.2,0.2,-0.4,0.3,0.2,0.2,0.1,18.9672,18.8578,18.2583,0.7089,1.3869,116310360373011659,36.037354,6.9259863,19.14,0.014,18.872,0.011,18.748,0.015,18.881,0.029,18.673,0.033,b'0366p075_b0-001008',36.0373564,6.9259989,0.00353,-0.01256,0.006,0.0058,57.2,85.5,13.84,0.019,12.787,0.013,17.86,1.12,0.1942,0.698,-0.156,0.0,1.0,0.0,0.5522,0.6165,0.5377,0.5587,0.5710000000000001,,True,32.13619,32.13619,32.13619,0.12840000000000007,209.86608539857875,2.0,0.853,,,,,,,C
536,36.04033047,6.9344046000000015,23660,2520483518795246464,159.66771457,-49.20917879,0.5,0.6,-0.9,0.9,-0.9,0.7,0.4,20.102,20.063,18.9174,1.1846,1.9087,116320360402811772,36.040337,6.9344053,20.039,0.058,19.751,0.08,19.348,0.016,19.146,0.03,18.426,0.021,b'0366p075_b0-001532',36.0403238,6.9343746,0.00614,0.0084,0.0096,0.0087,63.0,75.2,14.535,0.017,13.684,0.014,14.59,0.04,0.6738,0.094,-1.029,0.002,0.998,0.0,0.4511,0.4378,0.4411,0.4488,0.4426,,True,32.13619,32.13619,32.13619,0.12840000000000007,209.86608539857875,2.0,0.853,,,,,,,C
537,238.71913317,3.70475845,25033,4425131743103829120,13.02149795,40.38889218,0.3,0.3,0.3,0.4,-0.6,0.3,-0.0,19.8096,19.1885,18.5034,1.3062,1.2004,112442387190716152,238.71913,3.7047586,20.055,0.046,19.141,0.008,18.911,0.017,18.643,0.019,18.458,0.032,b'2389p030_b0-004814',238.7190747,3.7047737,0.01372,0.0189,0.0121,0.0138,33.5,44.1,15.173,0.032,14.104,0.025,3.94,0.61,-0.0475,0.101,-0.997,0.002,0.997,0.001,2.648,2.6466,2.521,2.6122,2.5933,,True,30.19187,30.19187,30.19187,1.3198999999999996,241.72460004911912,2.0,0.7101000000000004,238.72742,3.70552,,,,,C
538,238.72560836,3.69941221,25033,4425131541241254528,13.02023447,40.38056095,1.9,1.3,1.2,1.6,-0.9,1.2,-0.4,21.0471,20.601,19.6116,1.4356,1.528,112432387255159754,238.7256,3.699413,21.612,0.097,20.41,0.019,19.84,0.014,19.631,0.018000000000000002,19.462,0.032,b'2389p030_b0-024694',238.7256167,3.6994112,0.05123,-0.11047,0.047,0.0513,23.5,12.3,16.863,0.046,16.331,0.08800000000000001,0.02,2.46,0.2654,0.062,-1.211,0.01,0.985,0.005,,3.972,3.7507,4.0169,3.9132,,True,30.19187,30.19187,30.19187,1.3198999999999996,241.72460004911912,2.0,0.7101000000000004,238.72742,3.70552,,,,,C
539,348.79641667,3.2529337000000003,25234,2658932476776821376,81.80379516,-51.76342682,0.0,0.4,0.2,0.6,-0.1,0.4,0.1,19.8535,19.772,19.5972,0.2563,1.1673,111903487964124263,348.79642,3.2529337000000003,19.885,0.022,19.869,0.014,19.854,0.009000000000000001,19.756,0.024,19.522,0.071,b'3494p030_b0-003342',348.7964466,3.2529351,-0.00771,-0.01948,0.0148,0.0141,55.5,52.8,15.286,0.02,14.387,0.021,1.06,0.67,0.0022,0.6759999999999999,-0.17,0.0,1.0,0.0,1.7749,0.91,0.8584,0.9294,0.8993,,True,21.73364,21.73364,21.73364,0.4857,183.12779998100814,2.0,0.7968000000000004,,,348.79883565749816,3.245771664702896,,,C
540,348.80100096,3.25687056,25234,2658932476776822144,81.81351524,-51.76292084,0.5,0.3,0.0,0.4,0.0,0.3,0.0,19.6757,19.3613,19.0138,0.6618,1.1226,111903488010078720,348.801,3.2568705,19.752,0.041,19.201,0.018000000000000002,19.184,0.006999999999999999,19.43,0.024,19.603,0.039,b'3494p030_b0-003251',348.8009921000001,3.2568668,-0.014730000000000004,0.01766,0.0137,0.0142,50.7,69.2,15.526,0.021,14.038,0.016,0.0,0.0,-0.0668,1.293,0.112,0.0,1.0,0.0,1.3746,1.3786,1.386,1.3905,1.385,,True,21.73364,21.73364,21.73364,0.4857,183.12779998100814,2.0,0.7968000000000004,,,348.79883565749816,3.245771664702896,,,C
541,252.20248903,63.4451,2552,1631758066885816064,93.87474679,37.64412625,0.1,0.2,-0.6,0.4,0.5,0.3,-0.0,19.9621,19.49,18.8654,1.0968,1.2177,184132522024764859,252.2025,63.445103,19.732,0.022,19.489,0.034,18.945,0.014,18.867,0.029,18.768,0.052000000000000005,b'2510p636_b0-003945',252.2024986,63.44513570000001,0.00015,0.0045,0.0073,0.0079,72.3,92.8,15.421,0.015,13.925,0.012,1.92,1.36,-0.0083,0.11,-0.961,0.0,1.0,0.0,1.7149,1.7329,1.7187,1.722,1.7245,,True,23.38833,23.38833,23.38833,0.5587,197.9022867862329,2.0,0.7292000000000002,,,,,,,C
542,252.20703316,63.45127105,2552,1631758062589674112,93.88162736,37.64058734,-0.6,0.4,0.3,0.6,-0.1,0.5,0.1,20.4803,20.1755,19.7921,0.6882,1.147,184142522070412226,252.20703,63.45127,20.223,0.021,20.204,0.014,20.057,0.021,19.894,0.042,19.719,0.34,b'2510p636_b0-015868',252.2067489,63.4512604,-0.01791,0.00763,0.0246,0.0241,42.2,37.3,16.516,0.026,15.58,0.029,1.06,0.19,-0.0443,0.459,-0.338,0.0,1.0,0.0,2.3788,2.2938,2.2341,2.3217,2.2832,,True,23.38833,23.38833,23.38833,0.5587,197.9022867862329,2.0,0.7292000000000002,,,,,,,C
543,165.96213495,69.39865694,25746928,1072616546863867648,135.92282165,44.91856819,0.8,0.5,-0.2,0.6,-0.1,0.6,0.1,20.447,20.3683,20.0042,0.4429,1.2631,191271659621799206,165.96216,69.39865999999999,20.342,0.043,20.363,0.053,20.484,0.038,20.062,0.03,19.764,0.185,b'1674p696_b0-023791',165.9621601,69.3986615,-0.03071,0.00145,0.0363,0.0394,24.7,20.3,17.13,0.044,16.147000000000002,0.053,0.26,1.62,0.0875,0.45,-0.34700000000000003,0.0,1.0,0.0,2.3548,2.3652,2.3628,2.3457,2.3579,,True,20.90823,20.90823,20.90823,1.5377999999999998,170.780680030285,2.0,0.6494999999999995,,,,,,,C
544,165.97162961,69.40340798,25746928,1072616542568654208,135.91512656,44.91655856,-0.1,0.2,-0.1,0.2,-0.1,0.2,0.2,19.1158,18.948,18.5614,0.5544,1.2223,191281659716494855,165.97163,69.40341,19.236,0.044,18.965,0.015,18.904,0.013,18.768,0.029,18.899,0.051,b'1674p696_b0-002176',165.971562,69.40342779999999,-0.0107,0.00175,0.0063,0.0071,60.3,88.2,14.909,0.018000000000000002,13.752,0.012,0.02,2.2,0.0398,3.922,0.594,0.0,1.0,0.0,0.8156,0.8388,0.7953,0.8263,0.8201,,True,20.90823,20.90823,20.90823,1.5377999999999998,170.780680030285,2.0,0.6494999999999995,,,,,,,C
545,60.19242962,-2.21557351,27697,3253071799801848320,192.45340273,-38.34205919,-0.7,0.9,-0.5,0.8,-0.5,0.7,0.2,20.6482,20.5169,20.0102,0.638,1.314,105340601924291844,60.19243,-2.2155735,20.953000000000007,0.053,20.51,0.034,20.361,0.03,20.474,0.042,20.445,0.157,b'0605m016_b0-009589',60.192284,-2.2154743,0.01325,-0.05393,0.0261,0.0282,31.2,32.2,16.208,0.035,15.195,0.034,4.55,2.2,0.1261,0.197,-0.705,0.0,1.0,0.0,4.4284,1.2329,1.2464,1.2493,1.2429,,True,27.19495,27.19495,27.19495,0.08899999999999998,226.63441757002832,2.0,0.9504000000000008,,,,,,,C
546,60.19390558,-2.22298229,27697,3253071795508991104,192.4623211,-38.34491207,-2.3,2.7,-4.5,2.5,2.1,2.4,0.2,20.9758,20.8015,20.0689,0.9069,1.4442,105330601938802691,60.19390500000001,-2.2229824,21.359,0.057,20.874,0.053,20.633000000000006,0.036000000000000004,20.867,0.053,20.481,0.162,b'0605m016_b0-011882',60.193888,-2.2229855,-0.05512,-0.00513,0.0329,0.0348,30.4,23.1,16.399,0.036000000000000004,15.613,0.047,4.06,0.41,0.2357,0.002,-2.653,0.005,0.995,0.0,2.4071,1.1074,1.1679,1.1863,1.1539,,True,27.19495,27.19495,27.19495,0.08899999999999998,226.63441757002832,2.0,0.9504000000000008,,,,,,,C
547,226.14297679,61.90764501,2857,1619219816101544704,99.82463404,48.81689722,-0.2,0.2,-0.5,0.2,0.2,0.2,-0.2,19.0563,18.8914,18.584,0.4723,1.1817,182282261429329892,226.14297,61.907642,19.085,0.01,18.805,0.012,18.801,0.016,18.927,0.017,18.883,0.031,b'2273p620_b0-002875',226.1433801,61.9077275,0.01043,0.00757,0.009000000000000001,0.0093,52.3,68.6,15.178,0.021,14.139,0.016,0.26,1.92,0.0042,0.029,-1.539,0.0,1.0,0.0,1.1525,1.155,1.1511,1.1435,1.1499,,True,16.73271,16.73271,16.73271,0.8038000000000001,140.4076777055143,2.0,0.8157000000000005,,,,,,,C
548,226.15174107,61.90978331,2857,1619219816101545984,99.82283985,48.81240192,0.0,0.7,-1.7,1.1,2.1,1.3,0.2,20.8646,20.6152,19.938,0.9266,1.3618,182292261516542467,226.15173,61.909786,20.842,0.087,20.515,0.046,20.303,0.029,20.049,0.035,19.871,0.168,b'2273p620_b0-010497',226.1518542,61.90986170000001,0.02731,0.00618,0.0217,0.0228,45.7,34.2,16.315,0.024,15.663,0.032,1.33,4.15,0.1515,0.004,-2.434,0.025,0.975,0.0,1.9793,1.9841,2.0580000000000003,1.8189,1.9537,,True,16.73271,16.73271,16.73271,0.8038000000000001,140.4076777055143,2.0,0.8157000000000005,,,,,,,C
549,169.39975052,-4.87576691,28831,3786717015268830720,264.07930179,50.77882339,-0.6,0.4,0.4,0.4,0.3,0.3,-0.1,19.443,19.4018,18.9561,0.4869,1.3328,102141693997509481,169.39975,-4.8757663,19.409,0.011,19.375,0.048,19.228,0.029,19.359,0.045,19.198,0.031,b'1701m046_b0-002335',169.3997548,-4.8757758,-0.00799,-0.01375,0.0113,0.0124,62.7,70.8,14.929,0.017,14.032,0.015,1.56,6.13,0.1544,0.57,-0.244,0.0,1.0,0.0,0.5934,0.583,0.5742,0.6032,0.5868,,True,15.9494,15.9494,15.9494,0.7263,133.76126718894506,2.0,0.8975999999999986,,,,,,,C
550,169.40353827,-4.87808747,28831,3786717015268829184,264.0863018,50.77901585,-2.4,1.9,0.2,1.7,0.2,1.3,0.2,20.5263,20.705,20.3793,0.147,1.4232,102141694035686711,169.40355,-4.878093700000001,20.816,0.04,20.622,0.07400000000000001,20.456,0.042,20.567,0.073,,,b'1701m046_b0-013724',169.4033913,-4.8781121,-0.12574000000000002,0.05546,0.0385,0.0437,24.7,20.8,16.472,0.044,15.604,0.052000000000000005,15.66,8.06,0.2632,0.071,-1.146,0.0,1.0,0.0,1.7403,1.3096,1.3041,1.3255,1.3131,,True,15.9494,15.9494,15.9494,0.7263,133.76126718894506,2.0,0.8975999999999986,,,,,,,C
551,53.37790037,-5.11660026,28909,3247643059924094208,190.59493802,-45.60521831,-0.2,0.6,0.3,0.5,0.1,0.4,0.1,20.0085,20.0142,19.3574,0.6511,1.4999,101860533778830530,53.377903,-5.116603,19.922,0.02,19.922,0.022,19.742,0.016,19.726,0.018000000000000002,19.205,0.049,b'0531m046_b0-004049',53.3779405,-5.1165796,0.00788,-2e-05,0.0179,0.018000000000000002,42.3,42.2,15.546,0.026,14.605,0.026,4.32,4.68,0.3112,0.636,-0.196,0.0,1.0,0.0,0.4752,0.4671,0.4649,0.4792,0.4704,,True,28.70295,28.70295,28.70295,1.8472,235.19405913800998,2.0,0.7429999999999992,,,,,,,C
552,53.38115497,-5.12388458,28909,3247643059924088832,190.60615233,-45.60663919,1.4,0.9,0.4,1.1,-0.9,0.8,0.2,20.5007,20.4941,19.9751,0.5256,1.3997,101850533812061781,53.38115300000001,-5.1238847000000005,20.492,0.01,20.436,0.04,20.469,0.021,20.267,0.04,19.837,0.105,b'0531m046_b0-018326',53.38121260000001,-5.1238715,0.11629,-0.11433,0.0484,0.0508,20.9,16.8,16.944000000000006,0.052000000000000005,15.948,0.065,0.14,0.16,0.219,0.08800000000000001,-1.056,0.0,1.0,0.0,2.3338,2.2862,2.3479,2.3188,2.3176,,True,28.70295,28.70295,28.70295,1.8472,235.19405913800998,2.0,0.7429999999999992,,,,,,,C
553,171.47644181,-5.43508681,29041,3785779097490425472,267.33216799,51.42650611,-0.4,0.2,0.3,0.3,-0.0,0.2,-0.1,19.1857,18.9034,18.4179,0.7678,1.2175,101471714764938336,171.47644,-5.4350867,19.152,0.016,18.949,0.012,18.888,0.01,18.705,0.009000000000000001,18.531,0.015,b'1716m061_b0-003681',171.476424,-5.435086599999999,0.02431,-0.0281,0.0164,0.0182,48.8,52.2,15.587,0.022,14.468,0.021,0.46,0.7,0.0203,1.822,0.261,0.0,1.0,0.0,2.4824,2.4806,2.4891,2.4554,2.475,2.5637,True,29.37425,29.37425,29.37425,0.1091000000000002,239.77847868578945,2.0,0.8494000000000004,171.48743,-5.44157,171.4874335725842,-5.441567346653295,,,C
554,171.48046097,-5.42797564,29041,3785779166209909120,267.33171216,51.43466068,0.0,0.6,-0.6,0.8,0.1,0.6,-0.2,20.8588,20.2775,19.6753,1.1835,1.1575,101481714804676862,171.48045,-5.4279714000000014,20.598000000000006,0.027000000000000003,20.12,0.021,19.95,0.034,19.6,0.018000000000000002,19.413,0.038,b'1716m061_b0-009903',171.4804968,-5.4279549000000005,0.02093,0.00322,0.0344,0.0395,27.4,27.9,16.518,0.04,15.299,0.039,3.83,0.0,-0.0773,0.268,-0.5720000000000001,0.0,1.0,0.0,2.4212,2.3536,2.3933,2.3509,2.3659,,True,29.37425,29.37425,29.37425,0.1091000000000002,239.77847868578945,2.0,0.8494000000000004,171.48743,-5.44157,171.4874335725842,-5.441567346653295,,,C
555,200.87316267,-5.72346538,29143,3634987056335216128,317.38889122,56.24588736,-0.8,0.7,-0.2,1.0,-0.7,0.6,-0.2,20.4408,20.2233,19.7843,0.6565,1.2243,101132008731682342,200.87317,-5.7234669999999985,20.541,0.031,20.443,0.029,20.029,0.045,19.955,0.02,19.861,0.048,b'2005m061_b0-006329',200.8733887,-5.7234528,0.0034200000000000003,0.06487000000000001,0.0206,0.025,26.7,27.6,15.933,0.041,15.005,0.039,4.96,4.38,0.0352,0.125,-0.902,0.0,1.0,0.0,0.33,1.0734,1.4795,1.2279,1.2603,,True,20.99955,20.99955,20.99955,0.2542,177.76573426991857,2.0,0.8820999999999997,,,,,,,C
556,200.87830795,-5.72626106,29143,3634987056335215104,317.39674826,56.24201879,-0.1,0.4,0.6,0.5,0.1,0.3,-0.3,19.8811,19.6897,19.0832,0.7979,1.344,101122008784318968,200.87831,-5.726262,20.913,0.032,20.544,0.028,19.865,0.02,19.998,0.026,19.849,0.053,b'2005m061_b0-005673',200.8782572,-5.7262873,0.04161,0.03824,0.0197,0.0216,40.2,41.9,15.963,0.027000000000000003,14.823,0.026,0.43,1.25,0.1445,0.416,-0.381,0.0,1.0,0.0,4.7929,1.5004,1.5227,1.5205,1.5145,,True,20.99955,20.99955,20.99955,0.2542,177.76573426991857,2.0,0.8820999999999997,,,,,,,C
557,359.72525419,-6.79267853,29554,2442712484382537088,89.02310336,-66.14261788,-1.6,1.1,0.4,0.9,0.0,0.7,0.3,20.5272,20.2662,20.096,0.4312,1.0626,99843597251809245,359.72525,-6.7926826,20.506,0.031,20.288,0.028,20.184,0.043,20.32,0.045,20.268,0.117,b'0000m061_b0-010076',359.7252337,-6.7927292,-0.01167,0.007390000000000002,0.0383,0.0401,29.0,22.3,16.557000000000002,0.037000000000000005,15.532,0.049,4.42,0.17,-0.1123,0.254,-0.596,0.0,1.0,0.0,1.2949,1.3215,1.2986,1.3069,1.3090000000000002,,True,20.349529999999998,20.349529999999998,20.349529999999998,0.5370999999999999,171.56991094621415,2.0,0.8770999999999998,,,,,,,C
558,359.73081889,-6.79387009,29554,2442712415664880000,89.03346311,-66.14641234,0.7,0.5,0.3,0.6,-0.3,0.4,0.2,20.0082,19.8981,19.6327,0.3755,1.1928,99843597307417746,359.7308,-6.793869,20.664,0.064,20.625,0.024,20.016,0.024,20.225,0.042,19.971,0.109,b'0000m061_b0-009696',359.7307732,-6.7938175,-0.03724,-0.01173,0.0366,0.0355,29.6,28.3,16.487000000000002,0.037000000000000005,15.380999999999998,0.038,0.68,0.0,0.0212,0.349,-0.457,0.0,1.0,0.0,1.8625,1.8516,1.8675,1.8192,1.8461,,True,20.349529999999998,20.349529999999998,20.349529999999998,0.5370999999999999,171.56991094621415,2.0,0.8770999999999998,,,,,,,C
559,325.39654708,-7.31320533,29784,2667429987967823232,47.68651521,-40.90756236,,,,,,,,20.7757,20.7948,20.2188,0.5569,1.4537,99223253964714595,325.39655,-7.3132085999999985,21.376,0.034,21.16,0.04,21.021,0.041,20.615,0.057,19.537,0.194,b'3249m076_b0-025187',325.3964521000001,-7.3130234,-0.03455,-0.02983,0.0451,0.0447,25.4,17.1,16.705,0.043,15.922,0.063,3.03,4.93,0.271,,99.0,0.0,1.0,0.0,0.8705,0.911,1.0474,1.101,1.0198,,True,28.497390000000003,28.497390000000003,28.497390000000003,1.1509999999999998,236.037393389099,2.0,0.7087,,,,,,,C
560,325.403777,-7.30985317,29784,2667429983672343424,47.69508103,-40.91211816,1.1,0.8,-0.9,0.8,-1.7,0.6,0.4,20.419,20.324,19.8033,0.6157,1.3444,99223254037398525,325.40378,-7.309854,20.531,0.039,20.237,0.06,20.192,0.024,20.088,0.09,19.652,0.006,b'3249m076_b0-022708',325.4037334,-7.3098886,0.0088,-0.01659,0.0484,0.0509,19.8,19.9,16.922,0.055,15.71,0.054000000000000006,0.0,0.11,0.158,0.008,-2.086,0.0,1.0,0.0,2.2222,2.1845,2.158,2.1699,2.1708,,True,28.497390000000003,28.497390000000003,28.497390000000003,1.1509999999999998,236.037393389099,2.0,0.7087,,,,,,,C
561,55.49040807,-7.53776472,29861,3243866546719734656,195.11144144,-45.14953547,0.0,0.2,-0.1,0.2,-0.1,0.2,0.2,18.7746,18.5591,18.1707,0.6039,1.1966,98950554903845026,55.49041,-7.5377645000000015,18.695,0.022,18.742,0.03,18.651,0.015,18.371,0.017,18.396,0.025,b'0549m076_b0-003887',55.49039300000001,-7.5377792,-0.035289999999999995,-0.00324,0.0164,0.0161,36.7,49.1,15.671,0.03,14.422,0.022,11.21,2.93,0.011,3.658,0.563,0.0,1.0,0.0,1.9482,1.9458,1.9375,1.9638,1.949,1.9773,True,26.05797,26.05797,26.05797,1.262,218.7091227586856,2.0,0.5238999999999996,55.47999,-7.54383,,,,,C
562,55.49426335,-7.53161771,29861,3243866546719736704,195.10680623,-45.14307747,0.5,0.5,-0.2,0.6,-1.2,0.6,0.1,20.1189,20.1873,19.4427,0.6762,1.608,98960554942202406,55.494263,-7.5316167,19.989,0.024,19.998,0.014,19.67,0.017,19.612,0.034,19.436,0.065,b'0549m076_b0-002822',55.4942706,-7.5316103,0.00249,0.00026000000000000003,0.0133,0.0139,56.1,52.6,15.153,0.019,14.541,0.021,27.48,3.45,0.4176,0.063,-1.198,0.001,0.999,0.0,5.4123,0.6567,0.6890000000000001,0.7154,0.687,,True,26.05797,26.05797,26.05797,1.262,218.7091227586856,2.0,0.5238999999999996,55.47999,-7.54383,,,,,C
